Christian_Larivera_Right_2.c3d  



Time(s):	A_R_bicipite(μV):
0	-1.00708
0.0005	-2.21558
0.001	2.92053
0.0015	4.12903
0.002	5.94177
0.0025	7.95593
0.003	4.12903
0.0035	12.08496
0.004	11.48071
0.0045	4.12903
0.005	6.2439
0.0055	2.01416
0.006	-0.90637
0.0065	3.42407
0.007	2.92053
0.0075	-1.61133
0.008	2.92053
0.0085	0.30212
0.009	2.61841
0.0095	5.53894
0.01	1.2085
0.0105	2.81982
0.011	6.94885
0.0115	0.50354
0.012	2.71912
0.0125	3.8269
0.013	6.54602
0.0135	1.51062
0.014	2.81982
0.0145	9.36584
0.015	8.8623
0.0155	10.47363
0.016	5.43823
0.0165	1.71204
0.017	-5.13611
0.0175	0.50354
0.018	5.53894
0.0185	5.43823
0.019	10.17151
0.0195	8.45947
0.02	7.04956
0.0205	9.46655
0.021	0.20142
0.0215	2.5177
0.022	10.47363
0.0225	17.82532
0.023	25.07629
0.0235	21.65222
0.024	21.24939
0.0245	22.55859
0.025	18.63098
0.0255	12.78992
0.026	7.5531
0.0265	2.61841
0.027	-4.63257
0.0275	-11.07788
0.028	-11.88354
0.0285	-17.12036
0.029	-18.32886
0.0295	-19.53735
0.03	-15.81116
0.0305	-15.91187
0.031	-27.09045
0.0315	-42.39807
0.032	-47.63489
0.0325	-48.23914
0.033	-48.23914
0.0335	-50.45471
0.034	-48.13843
0.0345	-39.47754
0.035	-12.48779
0.0355	1.61133
0.036	18.42957
0.0365	38.47046
0.037	48.74268
0.0375	63.74817
0.038	65.46021
0.0385	70.3949
0.039	68.28003
0.0395	69.08569
0.04	58.10852
0.0405	54.0802
0.041	62.9425
0.0415	67.17224
0.042	70.79773
0.0425	59.61914
0.043	58.30994
0.0435	53.97949
0.044	44.61365
0.0445	34.24072
0.045	24.67346
0.0455	20.24231
0.046	16.71753
0.0465	13.89771
0.047	6.64673
0.0475	1.81274
0.048	-16.3147
0.0485	-28.9032
0.049	-24.06921
0.0495	-19.73877
0.05	-8.56018
0.0505	0.50354
0.051	11.58142
0.0515	18.42957
0.052	20.24231
0.0525	24.16992
0.053	27.09045
0.0535	29.91028
0.054	29.20532
0.0545	36.15417
0.055	29.20532
0.0555	22.05505
0.056	23.66638
0.0565	15.71045
0.057	9.26514
0.0575	4.93469
0.058	-2.31628
0.0585	-4.83398
0.059	-10.77576
0.0595	-8.66089
0.06	-7.04956
0.0605	-9.06372
0.061	-11.17859
0.0615	2.61841
0.062	4.83398
0.0625	7.25098
0.063	5.53894
0.0635	2.31628
0.064	1.71204
0.0645	4.02832
0.065	-1.91345
0.0655	2.11487
0.066	2.31628
0.0665	5.0354
0.067	6.3446
0.0675	6.2439
0.068	6.3446
0.0685	6.54602
0.069	8.96301
0.0695	15.71045
0.07	16.81824
0.0705	6.84814
0.071	12.99133
0.0715	11.17859
0.072	9.97009
0.0725	2.81982
0.073	8.35876
0.0735	7.85522
0.074	2.61841
0.0745	5.43823
0.075	10.97717
0.0755	11.78284
0.076	3.42407
0.0765	5.74036
0.077	6.3446
0.0775	15.30762
0.078	5.33752
0.0785	9.16443
0.079	8.25806
0.0795	5.84106
0.08	3.22266
0.0805	7.75452
0.081	0.90637
0.0815	3.52478
0.082	-4.33044
0.0825	-4.73328
0.083	-1.10779
0.0835	-6.3446
0.084	-5.53894
0.0845	-7.04956
0.085	-3.32336
0.0855	-2.11487
0.086	-2.92053
0.0865	0.10071
0.087	-0.20142
0.0875	2.01416
0.088	-3.7262
0.0885	1.40991
0.089	6.04248
0.0895	9.16443
0.09	12.08496
0.0905	10.87646
0.091	12.89062
0.0915	11.2793
0.092	16.01257
0.0925	12.08496
0.093	14.09912
0.0935	20.54443
0.094	13.69629
0.0945	14.50195
0.095	16.61682
0.0955	10.57434
0.096	8.66089
0.0965	5.0354
0.097	18.53027
0.0975	18.32886
0.098	8.7616
0.0985	11.07788
0.099	2.11487
0.0995	7.75452
0.1	4.43115
0.1005	0.50354
0.101	-6.54602
0.1015	-7.15027
0.102	-2.01416
0.1025	-3.32336
0.103	-4.63257
0.1035	-5.84106
0.104	-9.06372
0.1045	-11.2793
0.105	-5.23682
0.1055	-4.83398
0.106	-3.22266
0.1065	-3.02124
0.107	-3.02124
0.1075	1.81274
0.108	7.04956
0.1085	6.3446
0.109	1.3092
0.1095	8.45947
0.11	5.74036
0.1105	8.15735
0.111	5.23682
0.1115	7.45239
0.112	7.25098
0.1125	3.02124
0.113	4.43115
0.1135	-4.33044
0.114	-8.35876
0.1145	-3.12195
0.115	2.81982
0.1155	4.63257
0.116	9.76868
0.1165	7.45239
0.117	6.3446
0.1175	2.41699
0.118	1.61133
0.1185	3.12195
0.119	8.35876
0.1195	11.17859
0.12	5.33752
0.1205	3.32336
0.121	7.15027
0.1215	12.38708
0.122	14.19983
0.1225	19.63806
0.123	13.99841
0.1235	13.69629
0.124	14.30054
0.1245	20.64514
0.125	13.29346
0.1255	7.15027
0.126	-1.61133
0.1265	0.20142
0.127	-0.30212
0.1275	-1.00708
0.128	-2.81982
0.1285	-1.61133
0.129	6.44531
0.1295	16.21399
0.13	11.17859
0.1305	9.06372
0.131	10.27222
0.1315	7.65381
0.132	5.84106
0.1325	4.12903
0.133	1.3092
0.1335	2.01416
0.134	-1.40991
0.1345	-3.32336
0.135	-4.53186
0.1355	-7.95593
0.136	-2.21558
0.1365	1.81274
0.137	4.22974
0.1375	1.00708
0.138	3.32336
0.1385	-2.11487
0.139	-6.3446
0.1395	3.32336
0.14	5.33752
0.1405	8.05664
0.141	-1.40991
0.1415	2.81982
0.142	5.63965
0.1425	6.2439
0.143	11.07788
0.1435	10.0708
0.144	7.65381
0.1445	3.8269
0.145	5.63965
0.1455	7.95593
0.146	8.8623
0.1465	10.87646
0.147	11.48071
0.1475	11.17859
0.148	11.68213
0.1485	11.78284
0.149	16.91895
0.1495	10.0708
0.15	5.23682
0.1505	9.16443
0.151	8.7616
0.1515	2.21558
0.152	8.15735
0.1525	10.67505
0.153	6.14319
0.1535	2.41699
0.154	-1.3092
0.1545	-4.12903
0.155	-5.53894
0.1555	-8.56018
0.156	-11.78284
0.1565	-11.38
0.157	-5.13611
0.1575	0.70496
0.158	3.7262
0.1585	5.23682
0.159	7.5531
0.1595	10.37292
0.16	3.02124
0.1605	2.01416
0.161	-0.70496
0.1615	-2.92053
0.162	5.0354
0.1625	10.0708
0.163	14.90479
0.1635	21.85364
0.164	17.12036
0.1645	13.19275
0.165	14.60266
0.1655	13.797
0.166	11.78284
0.1665	8.45947
0.167	6.74744
0.1675	13.19275
0.168	10.57434
0.1685	13.19275
0.169	15.00549
0.1695	17.42249
0.17	19.53735
0.1705	17.72461
0.171	14.70337
0.1715	11.48071
0.172	14.50195
0.1725	15.30762
0.173	5.84106
0.1735	4.63257
0.174	-2.81982
0.1745	-4.83398
0.175	-11.2793
0.1755	-12.48779
0.176	-13.99841
0.1765	-14.70337
0.177	-13.89771
0.1775	-9.66797
0.178	-3.52478
0.1785	-2.31628
0.179	-4.22974
0.1795	-8.15735
0.18	-6.94885
0.1805	-11.17859
0.181	-8.05664
0.1815	-7.15027
0.182	-3.62549
0.1825	-4.53186
0.183	-2.92053
0.1835	3.62549
0.184	4.22974
0.1845	1.3092
0.185	10.67505
0.1855	10.47363
0.186	19.53735
0.1865	19.33594
0.187	25.27771
0.1875	25.78125
0.188	19.53735
0.1885	22.6593
0.189	18.22815
0.1895	18.42957
0.19	14.40125
0.1905	7.85522
0.191	4.73328
0.1915	2.11487
0.192	3.32336
0.1925	4.93469
0.193	0.10071
0.1935	4.93469
0.194	6.14319
0.1945	5.63965
0.195	3.62549
0.1955	3.12195
0.196	-0.40283
0.1965	7.75452
0.197	7.25098
0.1975	8.56018
0.198	10.67505
0.1985	13.797
0.199	13.19275
0.1995	0.70496
0.2	-10.27222
0.2005	-18.93311
0.201	-18.53027
0.2015	-11.38
0.202	-3.62549
0.2025	0.50354
0.203	-2.92053
0.2035	4.12903
0.204	6.74744
0.2045	11.48071
0.205	20.54443
0.2055	28.80249
0.206	29.30603
0.2065	30.71594
0.207	27.59399
0.2075	28.60107
0.208	29.30603
0.2085	24.77417
0.209	14.60266
0.2095	18.22815
0.21	16.11328
0.2105	17.42249
0.211	20.84656
0.2115	14.50195
0.212	10.57434
0.2125	12.18567
0.213	10.97717
0.2135	12.5885
0.214	12.99133
0.2145	15.81116
0.215	13.69629
0.2155	11.48071
0.216	10.77576
0.2165	14.50195
0.217	17.01965
0.2175	8.15735
0.218	11.88354
0.2185	14.19983
0.219	11.78284
0.2195	6.54602
0.22	2.92053
0.2205	-3.42407
0.221	0.20142
0.2215	0.90637
0.222	-5.13611
0.2225	0.90637
0.223	3.52478
0.2235	1.40991
0.224	-1.10779
0.2245	1.91345
0.225	3.02124
0.2255	4.93469
0.226	2.71912
0.2265	0.10071
0.227	-0.20142
0.2275	2.5177
0.228	0.90637
0.2285	0
0.229	-0.30212
0.2295	-0.10071
0.23	-2.01416
0.2305	-2.31628
0.231	-2.21558
0.2315	-7.35168
0.232	-8.7616
0.2325	-10.87646
0.233	-3.62549
0.2335	8.96301
0.234	11.78284
0.2345	11.78284
0.235	10.77576
0.2355	4.53186
0.236	6.2439
0.2365	12.18567
0.237	8.66089
0.2375	10.77576
0.238	5.23682
0.2385	7.04956
0.239	7.85522
0.2395	7.65381
0.24	11.2793
0.2405	11.58142
0.241	6.84814
0.2415	3.8269
0.242	5.0354
0.2425	4.53186
0.243	3.62549
0.2435	6.74744
0.244	5.43823
0.2445	9.16443
0.245	5.13611
0.2455	10.67505
0.246	13.797
0.2465	15.60974
0.247	16.61682
0.2475	14.19983
0.248	9.86938
0.2485	6.84814
0.249	9.66797
0.2495	10.47363
0.25	17.6239
0.2505	16.01257
0.251	11.98425
0.2515	4.83398
0.252	5.53894
0.2525	5.43823
0.253	6.3446
0.2535	8.15735
0.254	12.78992
0.2545	7.95593
0.255	2.92053
0.2555	7.15027
0.256	13.69629
